,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
92981,Void &amp; Meddler - Soundtrack Ep. 1,383680,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92983,Kaiju-A-GoGo: Quarterback Gordon Skin,415221,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
92984,Bulb Boy,390290,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92985,Infinite Space III: Sea of Stars,269990,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92986,"Warhammer 40,000: Dawn of War II - Retribution - Ridiculously Bloody Blood Pack",378040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
92988,The Lost Crown: Soundtrack,414010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92990,Death Tractor,375040,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
92992,Wait - Extended,347730,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92994,Train Simulator: BR Blue Pack Loco Add-On,325977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
92997,The Last Crown: Midnight Horror,291770,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
92998,Farming Simulator 15 - Official Expansion (GOLD),374851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
92999,Indie Game Battle,407620,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93012,AppGameKit - Giant Asset Pack 1,410530,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2015
93013,AppGameKit - Giant Asset Pack 2,410531,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2015
93014,The Official AppGameKit Beginners Guide,411010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2015
93015,Endless Sky,404410,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2015
93016,The Official AppGameKit Tutorial Guide Vol 1,345720,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2015
93017,Endless Sky - High DPI,404800,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2015
93019,Lighthockey,406300,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015
93020,Vertigo Void,410440,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
93022,Euro Fishing,314520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
93023,The Living Dungeon,362290,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93024,Voidspire Tactics,415920,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93025,Brilliant Shadows - Part One of the Book of Gray Magic,409920,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93027,Dream Factory,408440,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93029,The Last NightMary - A Lenda do Cabeça de Cuia,407300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93030,Anno 2205™,375910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
93031,Space - The Return Of The Pixxelfrazzer,385100,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93033,Your Quest,416030,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2015
93043,Megatect,369270,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2015
93044,AoF Chess Club 2.0,385020,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2015
93045,TS Marketplace: EWS CEA Covered Hopper Wagon Pack,326013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93046,Car Washer: Summer of the Ninja,369360,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93047,Dungeon Warfare,355980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93048,Hope in Hell,410040,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93049,Knight of the Hamsters Soundtrack,344970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93050,TS Marketplace: Loadhaul CEA Covered Hopper Wagon Pack,326014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93051,Dinosaur Hunt - Carnotaurus Expansion Pack,408101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93052,Throbax TD,341570,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93053,FIREFIGHT RELOADED,397680,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93055,Mushihimesama V1.5,387920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93057,Mushihimesama OST,387921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93058,Call of Duty®: Black Ops III,311210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93059,Rogue Harvest,409490,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93061,TS Marketplace: VCA 45t GLW 2 axle vans Wagon Pack,326015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93062,Swordbreaker The Game,411760,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93064,The Fall of the Dungeon Guardians - Enhanced Edition,409450,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93065,The Incredible Adventures of Van Helsing: Final Cut,400170,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93066,Call of Duty®: Black Ops III - Season Pass,366843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93068,Krosmaster Arena,329790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93069,Krosmaster - Air Element Pack,401460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93070,Krosmaster - Fire Element Pack,401440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93071,Garden Rescue: Christmas Edition,418160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93072,Krosmaster - Earth Element Pack,401470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93073,FortressCraft Evolved!,254200,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
93074,Krosmaster - Elite Pack,401430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93075,Cluck Yegger in Escape From The Planet of The Poultroid,416800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93076,Shut Up And Dig,414070,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93077,Flying Tigers: Shadows Over China - Paradise Island,414360,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93078,Magician's Apprentice,397360,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93079,FSX: Steam Edition - Embraer E-Jets 175 &amp; 195 Add-On,364324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93080,Astral Terra,266190,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93083,Construction Simulator 2015: Liebherr LR 1300,359790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93087,Dispatcher,341980,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93091,Evil Defenders,412520,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93092,Kero Blaster,292500,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93093,The Forgotten Forest,410050,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93097,Chronoclysm,368690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93098,Showing Tonight: Mindhunters Incident,416370,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93099,Parallels,412370,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93100,The Windsor Pack,407451,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93101,iso-Sphere,414060,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93102,Uriel's Chasm 2: את,414580,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93103,The Stirling Pack,407450,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93104,A.I. Invasion - Road of Rodan,412900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93106,Fringes of the Empire,402970,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93107,ROOT,393610,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93108,Fuego!,356100,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93109,Steam Pack,407800,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2015
93110,Universal Pack,410450,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2015
93111,FSX: Steam Edition - FS Academy: On Instruments,379554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93112,Circuit Breakers,390870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93113,Rise: Battle Lines,386350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93114,Life is Feudal: Your Own,290080,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
93115,Loot Hound™,411680,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93122,AGON - The Mysterious Codex (Trilogy),410120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
93123,Hard West Soundtrack,419040,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93124,Krosmaster - Goultard Pack,420320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93125,Endless Legend™ - Forges of Creation Update,415720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015
93126,AGON - The Lost Sword of Toledo,410130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
93127,Endless Legend™ - The Lost Tales,415710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015
93128,Mordheim: City of the Damned,276810,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015
93129,Endless Legend™ - Echoes of Auriga,415700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015
93132,Celestial Tear: Demon's Revenge,385190,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93133,True Lover's Knot,416630,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93134,Club Manager 2016,407190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2015
93137,Bitardia,405010,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93138,The Lost Island,416260,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93139,Chronostorm: Siberian Border,361890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
93140,Osteya,402980,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93141,Cardinal Quest 2,378030,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93142,Rothschild: The Sheep Will Wake,413490,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93143,Gender Bender DNA Twister Extreme,321060,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014
93147,Jurassic Island: The Dinosaur Zoo,378420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93148,Oddworld: Abe's Oddysee - Official Soundtrack,400780,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93149,One More Dungeon,415030,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
93150,Oddworld: New 'n' Tasty - Official Soundtrack,391880,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93151,Chariot Royal Gadget Pack,396520,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93152,Fishing Planet: Cornucopia Pack,421760,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2015
93153,Mass Vector,411070,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93154,FIVE: Guardians of David,387010,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
93156,Tidal Affair: Before The Storm,396930,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93158,RC Simulation 2.0,381750,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2015
93159,Strania - The Stella Machina -,407380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93160,The Cat Lady Album (Music From The Video Game),395460,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93161,Saint Seiya: Soldiers' Soul,348710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93162,BAD END,415850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93164,Pure Hold'em - Vortex Chip Set,342600,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2015
93165,Астролорды: Быстрый старт,417190,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2015
93166,FIM Speedway Grand Prix 15,348820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
93167,"Just Cause™ 3 DLC: Air, Land &amp; Sea Expansion Pass",401850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93168,Just Cause™ 3,225540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93169,Astrox: Hostile Space Excavation,414720,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93170,Wonky Pigeon!,364710,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93171,Monkey King Saga,417350,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93181,Eastside Hockey Manager,301120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
93182,Valhalla Hills,351910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93183,Valhalla Hills: Two-Horned Helmet Edition,394340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93185,The Light Empire,416220,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
93189,Lowglow,405950,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93191,Immortal Empire,344190,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2015
93192,FSX: Steam Edition - Skychaser Add-On,379564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93194,COH 2 - British Commander: Vanguard Operations Regiment,260291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93195,COH 2 - British Commander: Special Weapons Regiment,260293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93196,COH 2 - British Commander: Tactical Support Regiment,260292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93199,Death Goat Soundtrack Vol. 1,417770,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93200,DARIUSBURST Chronicle Saviours,377870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93201,Hurtworld,393420,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93202,An Octave Higher - Extended Soundtrack,415431,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93203,An Octave Higher - Basic Soundtrack,415430,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93204,MotoGP™15: Season Pass,374810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
93205,Beatbuddy: On Tour - Original Soundtrack,412980,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93207,Into the Void,420270,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93208,Threads of Destiny,424870,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93209,Reveal The Deep,411560,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93211,HELLDIVERS™ - Demolitionist Pack,395235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93212,HELLDIVERS™ - Hazard Ops Pack,395236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93213,HELLDIVERS™ - Specialist Pack,395237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93214,HELLDIVERS™ - Weapons Pack,395238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93215,HELLDIVERS™ - Entrenched Pack,396170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93216,HELLDIVERS™ - Terrain Specialist Pack,396172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93217,HELLDIVERS™ - Precision Expert Pack,396173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93218,Wild Season,328220,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
93219,HELLDIVERS™ - Pistols Perk Pack,396171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93220,HELLDIVERS™ - Vehicles Pack,395239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93221,Survive Me Miolhr,418430,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
93224,SodaCity,424210,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93225,Theme Song OST - Cinderella feat. Meilun,425500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93226,Notrium,349100,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2003
93227,SodaCity - Original Soundtrack,424240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93228,Highschool Possession,408770,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93230,Galactic Civilizations III - Precursor Worlds DLC,420030,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93231,GGXrd Extra Color Palettes - ELPHELT VALENTINE,419965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93232,GUILTY GEAR Xrd -SIGN-,376300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93233,GGXrd Extra Color Palettes - SIN KISKE,419964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93234,GGXrd Extra Color Palettes - RAMLETHAL VALENTINE,419963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93235,GGXrd Extra Color Palettes - ZATO-1,419961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93236,Total War: ATTILA - Age of Charlemagne Campaign Pack,343464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
93237,GGXrd Extra Color Palettes - I-NO,419949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93238,GGXrd System Voice - MAY,419475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93239,GGXrd Extra Color Palettes - BEDMAN,419962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93240,GGXrd System Voice - KY KISKE,419474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93241,GGXrd System Voice - SOL BADGUY,419473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93242,GGXrd Extra Color Palettes - SLAYER,419960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93243,GGXrd System Voice - ELPHELT VALENTINE,419938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93244,GGXrd System Voice - SIN KISKE,419937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93245,GGXrd System Voice - ZATO-1,419934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93246,GGXrd System Voice - I-NO,419932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93247,Foresight OST,409060,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93249,FreezeME,390210,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93250,Tetris® Ultimate,316750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93251,South West Europe Scenery Collection,420340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93252,MechWarrior Online™,342200,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2015
93253,Krosmaster - Ogrest Pack,420322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015
93254,Cosplay Maker,299090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93255,A-Train 9 V4.0 : Mega Japan Train Pack,418140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93256,Vector Assault,425860,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93257,The Glow,424060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015
93258,Dragon's Wake,399070,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93260,Zero Reflex Soundtrack,427020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93261,Contract With The Devil,409600,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93262,Battle of Empires : 1914-1918 - German campaign,340640,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93263,Train Simulator: Semmeringbahn - Mürzzuschlag to Gloggnitz Route Add-On,325990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93264,OH! RPG!,421810,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
93268,Gulf of Aden - Task Force Somalia,407100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
93269,Gabe Newell Simulator 2.0,407420,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93270,"Magicka 2: Ice, Death and Fury",414651,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93271,Hatoful Boyfriend: Holiday Star,377080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93275,King's Quest - Chapter 2: Rubble Without A Cause,360270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93276,Turnover,372250,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93277,Gigachess,415910,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
93278,Colony Assault,398020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
93279,Call of Duty®: Black Ops III - C.O.D.E. Warriors Personalization Pack,426730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
93280,Rubber Ducky and the Rainbow Gun,416550,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93285,Bubsy Two-Fur,426630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
93287,Reign Of Kings,344760,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
93288,FSX: Steam Edition - Piper Aztec Add-On,379568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
93289,AWAKE,421110,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
93291,Taimumari,375520,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
